symbol	MDA-MB-436	LU-01-1157	LU-01-0030	CO-04-0310	BR-05-0014E	BR-05-0022	BR-05-0028	BR-05-0020E	OV-10-0060	OV-10-0079	22RV1	CO-04-0003	HN-13-0032	LI-03-0014	LU-01-1388	LU-01-1116	ST-02-0360	ST-02-0393
CD74	1.5602318573550287	4.436430096426597	1.3823324589917614	3.5764026388273447	2.1050599863868533	5.736289053026063	5.911019862471586	4.50052250602835	3.085022180285497	7.312522024030609	0.09320324399608203	6.069312315638601	1.4530112073790562	6.109408032203985	3.220799787913662	0.0	1.281773358255178	7.969032816024093
KRT14	0.6230332746923948	0.0	7.646713473480897	1.1133216224874096	7.163777675234041	9.40948124742062	5.265398495036368	9.748902656797476	3.0610658083640114	0.0	0.6197075999729189	0.0	11.938468744170365	0.1781806973528911	5.569536164995501	0.0	3.240353669999883	0.9981959026234488
SYT7	2.098427824078609	0.19349536557525193	4.456058155335688	5.3895457268774285	4.113164194000324	5.307301095507374	6.164665971626857	4.871713150368618	2.392157111218905	0.14334518862609041	3.8089236982977974	2.0737498511636825	5.440244612139362	6.300291359855319	4.278504920638843	5.014372102987749	0.6469928175974751	1.098467072122406
IL6	6.208906857740824	4.257845255090643	0.7008426537600547	0.0	0.5992807359997147	0.9288099467804294	0.0	0.15549244259722006	0.0	6.456986387036543	0.0	0.0	0.4471854855987296	0.0	1.164993840567502	0.0	0.0	0.0
NEDD9	0.3671337357163696	4.209122791503453	2.742424935146401	4.6195193478484855	0.9316447975289803	4.845599886529546	1.508444243965503	3.405101068022973	5.940638746207295	3.320356349805932	1.6428319640883002	4.542617589873668	1.598769099824902	1.8283850520784892	2.166702891310979	0.7597358351593105	1.3669944826644003	3.8715128326587975
GPR87	0.003589215099112791	2.3425278523397166	6.615168367618624	0.0	0.0	0.10125658670278251	0.5876761525552744	0.9092274000466598	0.1309393353470024	0.9764729350675042	0.016312769817499698	0.0	6.217183463337975	0.0	6.701381874449241	0.0	0.0	0.738383735059378
CTHRC1	3.5686599994184993	5.231284066244202	6.510469095831683	0.276942155008257	5.661224931048352	1.9548311390862807	4.60098490080563	5.44823411605405	1.84825857455875	1.5124954133803656	2.0600756155770124	0.0	2.2048824849510673	0.11229254947979696	3.304523300714043	5.881761098044965	0.7342257082640399	1.0677125428283434
S100A8	7.931570446896796	0.0	10.416130331820192	1.2233114941612855	0.0	3.289214233505605	4.197125965269064	1.9712606664334724	0.0	4.731181530849096	0.7946212710344692	0.0	12.624009137799435	1.4566700205098002	10.243124360057678	0.0	2.236256945696636	0.0
APOE	2.8769688156479214	5.81029656798604	3.3539178576190927	0.6038521091657363	6.506814351182116	5.702678960984237	5.09299706209069	8.85886783540337	2.716536515377775	4.366541949211835	1.8006061290522157	0.7425411574746685	4.783014385135252	12.418615528241684	10.000240119381605	1.2598517315318072	1.2447113029947714	0.456117718087234
NCCRP1	0.05270844885665018	0.0	4.439178658002281	0.6038521091657363	3.197614973654173	4.247858231757762	4.3569151142331854	6.3011406998525565	0.5574725632395032	2.05293470848074	0.1915175371175437	0.0	7.234467328837685	0.0	5.741087610782504	0.16058762335553736	0.0	0.0
GPRC5C	2.13802032048587	5.553987250345762	4.738632491490889	6.69012616179982	1.81995699345868	4.3167252064700135	0.0	2.84499013085509	0.9621400234525205	8.133615883550963	2.2002941252269075	3.7228114151755594	0.1666309316137822	5.334985753704552	2.600968717286871	4.097607865932084	6.3077734269237045	6.851322116555669
CYB5R2	2.3844052988925863	2.194262775683834	5.768224215459279	2.6608912351086658	6.178804177571994	4.71408832703185	7.191499961591599	6.442693101993574	2.0029930694554468	4.870054043309132	2.7414368252567183	1.2261550962680265	5.859945530419134	3.5753287604554362	6.13510790184447	3.015732030665315	3.184304607923807	3.203855784458434
IGFBP4	5.023480130963424	8.06952142866161	6.645940344563881	6.642247701504066	4.315409663332035	6.485846077118084	2.3124153179239695	3.3101128331203045	4.00142661593133	4.851039336906445	0.2629442618652471	7.397881519811595	0.9380112997736266	8.266299626465731	8.021024957409761	3.170528813391646	6.711464617588471	7.138277305711402
TMEM100	0.3671337357163696	1.4682010982982407	0.0	0.0	0.0	5.479516199474183	0.9018923834320923	2.377106290017788	3.845353429092436	0.24330583578891718	0.09320324399608203	0.0	0.0	0.0	0.0	0.0	0.0	0.0605225018089236
PTN	1.6794832148213306	0.0	1.0965411197373243	0.0	4.740920996754464	6.175391616127105	0.011035543838900808	0.18851437671123503	7.7051082682022605	0.03878155272577391	1.127565845953332	0.0	0.0	3.524078662627313	0.07130819130395481	0.0	0.0	0.12472753696836729
SERPINB3	0.5895564139373655	0.0	3.2622641396045644	0.0	0.0	0.0	0.0	0.019463787634313435	0.1309393353470024	0.0	0.0	0.0	8.551080568644332	0.11228989718694406	7.319101693847537	0.0	0.0	0.0
ALDH3B2	0.06581336785799821	0.04830160249152758	5.699208683062324	4.814883307396831	4.321272297215675	2.12995437226171	3.1625635682133506	4.694753955674809	2.0247939302899383	3.520475500482225	1.5217525272698722	0.43346991992297756	6.254031667383722	1.6251322179235432	4.261831318668153	0.20835956211390655	0.7912063934429612	0.3073841552515987
